HGNC_symbol	gene_name	mito_process	gene_function	chr	obsolete_HGNC_symbol	HGNC_ID	HGNC_name	ENSG_ID	ENSG_name	NCBI_GeneID	NCBI_name
MRPL58	mitochondrial ribosomal protein L58	Translation	The protein encoded by this gene is a peptidyl-tRNA hydrolase and a vital component of the large mitochondrial ribosome. The encoded protein serves as a ribosome release factor for this ribosome, which translates mitochondrial genes. This protein may be responsible for degrading prematurely-terminated polypeptides and for reusing stalled ribosomes. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Dec 2014],	17	DS-1, DS1, ICT1, MRP-L58	HGNC:5359	MRPL58	ENSG00000167862	MRPL58	3396	MRPL58
MRPL9	mitochondrial ribosomal protein L9	Translation	This is a nuclear gene encoding a protein component of the 39S subunit of the mitochondrial ribosome. Alternative splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome 8. [provided by RefSeq, Jul 2014],	1	L9mt	HGNC:14277	MRPL9	ENSG00000143436	MRPL9	65005	MRPL9
MRPS10	mitochondrial ribosomal protein S10	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S10P family. Pseudogenes corresponding to this gene are found on chromosomes 1q, 3p, and 9p. [provided by RefSeq, Jul 2008],	6	MRP-S10, PNAS-122	HGNC:14502	MRPS10	ENSG00000048544	MRPS10	55173	MRPS10
MRPS11	mitochondrial ribosomal protein S11	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that contains a high level of sequence similarity with ribosomal protein S11P family members. A pseudogene corresponding to this gene is found on chromosome 20. Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Apr 2016],	15	HCC-2, MRP-S11, S11mt	HGNC:14050	MRPS11	ENSG00000181991	MRPS11	64963	MRPS11
MRPS12	mitochondrial ribosomal protein S12	Translation	"Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S12P family. The encoded protein is a key component of the ribosomal small subunit and controls the decoding fidelity and susceptibility to aminoglycoside antibiotics. The gene for mitochondrial seryl-tRNA synthetase is located upstream and adjacent to this gene, and both genes are possible candidates for the autosomal dominant deafness gene (DFNA4). Splice variants that differ in the 5&apos; UTR have been found for this gene; all three variants encode the same protein. [provided by RefSeq, Jul 2008],"	19	MPR-S12, MT-RPS12, RPMS12, RPS12, RPSM12	HGNC:10380	MRPS12	ENSG00000128626	MRPS12	6183	MRPS12
MRPS14	mitochondrial ribosomal protein S14	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S14P family. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Nov 2010],	1	DJ262D12.2, HSMRPS14, MRP-S14, S14mt	HGNC:14049	MRPS14	ENSG00000120333	MRPS14	63931	MRPS14
MRPS15	mitochondrial ribosomal protein S15	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S15P family. The encoded protein is more than two times the size of its E. coli counterpart, with the 12S rRNA binding sites conserved. Between human and mouse, the encoded protein is the least conserved among small subunit ribosomal proteins. Pseudogenes corresponding to this gene are found on chromosomes 15q and 19q. [provided by RefSeq, Jul 2008],	1	DC37, MPR-S15, RPMS15, S15mt	HGNC:14504	MRPS15	ENSG00000116898	MRPS15	64960	MRPS15
MRPS16	mitochondrial ribosomal protein S16	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S16P family. The encoded protein is one of the most highly conserved ribosomal proteins between mammalian and yeast mitochondria. Three pseudogenes (located at 8q21.3, 20q13.32, 22q12-q13.1) for this gene have been described. [provided by RefSeq, Jul 2008],	10	CGI-132, COXPD2, MRP-S16, RPMS16	HGNC:14048	MRPS16	ENSG00000182180	MRPS16	51021	MRPS16
MRPS17	mitochondrial ribosomal protein S17	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S17P family. The encoded protein is moderately conserved between human mitochondrial and prokaryotic ribosomal proteins. Pseudogenes corresponding to this gene are found on chromosomes 1p, 3p, 6q, 14p, 18q, and Xq. [provided by RefSeq, Jul 2008],	7	HSPC011, MRP-S17, RPMS17, S17mt	HGNC:14047	MRPS17	ENSG00000239789	MRPS17	51373	MRPS17
MRPS18A	mitochondrial ribosomal protein S18A	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S18P family. The encoded protein is one of three that has significant sequence similarity to bacterial S18 proteins. The primary sequences of the three human mitochondrial S18 proteins are no more closely related to each other than they are to the prokaryotic S18 proteins. A pseudogene corresponding to this gene is found on chromosome 3p. Alternative splicing results in multiple transcript variants.[provided by RefSeq, Jul 2010],	6	HumanS18b, MRP-S18-3, MRP-S18-a, MRPS18-3, S18bmt, S18mt-a	HGNC:14515	MRPS18A	ENSG00000096080	MRPS18A	55168	MRPS18A
MRPS18B	mitochondrial ribosomal protein S18B	Translation	Mammalian mitochondrial ribosomal proteins are encoded by nuclear genes and help in protein synthesis within the mitochondrion. Mitochondrial ribosomes (mitoribosomes) consist of a small 28S subunit and a large 39S subunit. They have an estimated 75% protein to rRNA composition compared to prokaryotic ribosomes, where this ratio is reversed. Another difference between mammalian mitoribosomes and prokaryotic ribosomes is that the latter contain a 5S rRNA. Among different species, the proteins comprising the mitoribosome differ greatly in sequence, and sometimes in biochemical properties, which prevents easy recognition by sequence homology. This gene encodes a 28S subunit protein that belongs to the ribosomal protein S18P family. The encoded protein is one of three that has significant sequence similarity to bacterial S18 proteins. The primary sequences of the three human mitochondrial S18 proteins are no more closely related to each other than they are to the prokaryotic S18 proteins. Pseudogenes corresponding to this gene are found on chromosomes 1q and 2q. [provided by RefSeq, Jul 2008],	6	C6orf14, HSPC183, HumanS18a, MRP-S18-2, MRPS18-2, PTD017, S18amt	HGNC:14516	MRPS18B	ENSG00000204568	MRPS18B	28973	MRPS18B
